Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,City,Locality,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name,Old_ID,id
567.0,,0.0,https://www.zomato.com/ncr/breath-fine-lounge-and-bar-1-punjabi-bagh-new-delhi,"3C, 3rd Floor, Nwa, Club Road, Punjabi Bagh, New Delhi",Delhi,Punjabi Bagh,28.66623465,77.12653935,"Breath Fine Lounge And Bar is a popular spot in Punjabi Bagh, New Delhi, offering Fast Food cuisine and premium beverages. Known for its vibrant atmosphere, the establishment is particularly recognized for its cocktails and quality food, making it a great choice for evening entertainment and social gatherings.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Amex Accepted, Wheelchair Accessible, Family Dining, Quick Service]",,"Good Food and Service, Live Entertainment",Breath Fine Lounge And Bar,9.2E+11,2000.0,"Fast Food, Chinese, Continental, North Indian, Bar Food, Desserts",4.2,Breath Fine Lounge And Bar,501,breath-fine-lounge-a-118d4a63
1259.0,,2.0,https://www.zomato.com/ncr/antidot-waterbar-cafe-safdarjung-new-delhi,"B-6/2, 2nd Floor, Opposite Deer Park, Safdarjung, New Delhi",Delhi,Safdarjung,28.55919734,77.19574202,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available, Full Bar Available, Serves Alcohol]",,"Death by Chocolate, Peri Chicken, Malai Soya Chaap, Paneer Tikka Pizza, Cocktail | Good Service and Good Food, Rooftop Section, Good Bartenders, Amazing Food at Amazing Price, Vintage Decor, Rooftop Ambience",Antidot Waterbar Cafe,9.18091E+11,1800.0,"Continental, North Indian, Asian, Pizza, Beverages",4.2,Antidot Waterbar Cafe,502,antidot-waterbar-caf-1533d1fe
4998.0,,0.0,https://www.zomato.com/ncr/soi-7-pub-brewery-dlf-cyber-city,"205-208, 209-A, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,Cyber Hub,28.49541202,77.08866119,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol]",,Good Food and Service,Soi 7 Pub & Brewery,9.1813E+11,2300.0,"Chinese, Thai, Japanese, Asian, Pizza, Beverages",4.2,Soi 7 Pub & Brewery,503,soi-7-pub-brewery-7b815d13
10100.0,,10.0,https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi,"D 19/20, D Block, Inner Circle, Near Rajiv Chowk Metro Station Gate 3, Connaught Place, New Delhi",Delhi,Connaught Place,28.63375704,77.2210148,"The Curry House is the perfect spot for delicious North Indian and Chinese cuisine. The restaurant offers a variety of delicacies, including an oriental menu, starters, and signature dishes. A favorite among foodies, it promises a delightful dining experience.",Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol]",,Good Food and Service,Warehouse Cafe,9.2E+11,2100.0,"North Indian, Italian, Asian, Mughlai, Beverages",4.2,Warehouse Cafe,504,warehouse-cafe-74190b60
540.0,3.8,406.0,https://www.zomato.com/ncr/firangi-island-kirti-nagar-new-delhi,"62, Ground Floor, Rama Road, Kirti Nagar, New Delhi",Delhi,Kirti Nagar,28.65740488,77.15205442,"Firangi Island is a popular casual dining restaurant in  Kirti Nagar, New Delhi specializing in North Indian cuisine. Known for its comfortable ambiance, quality food, and attentive service, the restaurant offers an extensive menu of authentic North Indian dishes. Perfect for family dining and social gatherings, Firangi Island provides a pleasant dining experience with delicious food and warm hospitality. The restaurant is particularly known for good food and service.",Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available, Full Bar Available, Serves Alcohol]",,Good Food and Service,Firangi Island,9.18588E+11,1400.0,"North Indian, Chinese, Continental, Italian, Momos, Beverages, Mughlai",4.2,Firangi Island,505,firangi-island-4b706f9f
920.0,3.9,85.0,https://www.zomato.com/ncr/thai-high-mehrauli-new-delhi,"1091/1, Ambawatta Complex, Kalka Das Marg, Mehrauli, New Delhi",Delhi,Mehrauli,28.52214365,77.18162689,"Thai High is an upscale fine dining restaurant in  Mehrauli, New Delhi specializing in Thai cuisine. Known for its elegant ambiance, premium ingredients, and exceptional service, the restaurant offers an exquisite menu of carefully crafted Thai dishes. Perfect for special occasions and business dinners, Thai High provides a sophisticated dining experience with attention to detail and culinary excellence. The restaurant is particularly known for ambience with contemporary oriental design and a rooftop terrace, air conditioning, credit card accepted, wifi, valet available, full bar available, serves alcohol, amex accepted, digital wallet accepted, outdoor seating, wheelchair accessible.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,,Thai High,+91 8068974633,2200.0,Thai,4.2,Thai High,506,thai-high-54ab4049
1658.0,3.9,81.0,https://www.zomato.com/ncr/tippling-street-rajouri-garden-new-delhi,"A-12, Vishal Enclave, Opposite Metro Pillar 408, Rajouri Garden, New Delhi",Delhi,Rajouri Garden,28.64815126,77.12009367,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Parking Available]",,Good Food and Service,Tippling Street,+91 8068974689,1600.0,"North Indian, Italian, Continental, Chinese",4.2,Tippling Street,507,tippling-street-f241ba9f
1385.0,,16.0,https://www.zomato.com/ncr/skyhouse-sector-34-noida,"5th Floor, Logix City Centre Mall, Sector 32, Near Sector 34, Noida",Noida,Logix City Centre,28.57420862,77.35341467,,Fine Dining,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",,Good Food and Service,SkyHouse,9.17429E+11,2400.0,"North Indian, Chinese, Mughlai, Continental, Healthy Food",4.2,SkyHouse,508,skyhouse-2dc7ca26
785.0,3.9,19.0,https://www.zomato.com/ncr/public-affair-khan-market-new-delhi,"67-68, 1st & 2nd Floor, Middle Lane, Khan Market, New Delhi",Delhi,Khan Market,28.59968569,77.22636145,"Public Affair is a popular bar and lounge in Khan Market, New Delhi, offering European cuisine and premium beverages. The restaurant is particularly known for celebrating the art of cocktail making, with special prices on Delhi’s most popular cocktails. Menu highlights include chicken mustard, vegetable mezze platter, peri peri prawns, Mexican platter, flat bread, and ravioli.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Amex Accepted, Wheelchair Accessible]",,"Celebrate the art of cocktail making, Special price on Delhi’s most popular cocktails. | Chicken Mustard, Vegetable Mezze Platter, Peri Peri Prawns, Mexican Platter, Flat Bread, Ravioli, Live Entertainment",Public Affair,9.11143E+11,2100.0,"European, Italian, Mexican, Thai, Beverages, Asian",4.2,Public Affair,509,public-affair-068eff02
1560.0,,1.0,https://www.zomato.com/ncr/the-marketplace-kirti-nagar-new-delhi,"A 7/8, Kailash Park, Near Metro Pillar 326, Kirti Nagar, New Delhi",Delhi,Kirti Nagar,28.65638736,77.14031752,"The Marketplace offers a multi-cuisine menu featuring flavorful North Indian, European, and Asian dishes that you can relish.",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Parking Available, Full Bar Available, Serves Alcohol, Family Dining]",,Good Food and Service,The Marketplace,9.1932E+11,1300.0,"North Indian, Street Food, Fast Food, Chinese, Desserts, Beverages",4.2,The Marketplace,510,the-marketplace-ca89fc27
301.0,,0.0,https://www.zomato.com/ncr/ladera-sector-29,"Clarens Hotel, Plot 363, Sector 29, Gurgaon",Gurgaon,Sector 29,28.46188803,77.06712104,"Ladera is an upscale fine dining restaurant in Sector 29, Gurgaon specializing in Continental cuisine. The restaurant offers an exquisite menu of carefully crafted Continental dishes, showcasing premium ingredients and culinary excellence.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,Good Food and Service,Ladera,9.18448E+11,3800.0,"Continental, Mediterranean, European, Italian",4.2,Ladera,511,ladera-e6b0d6bd
1732.0,,15.0,https://www.zomato.com/ncr/the-beer-cafe-biggie-connaught-place-new-delhi,"D-2, Inner Circle, Connaught Place, New Delhi",Delhi,Connaught Place,28.63384709,77.22075261,"The Beer Cafe - BIGGIE offers an extensive selection of draught beers and a variety of international beers, making it a popular spot for beer enthusiasts. Enjoy a casual ambiance perfect for meetings or conversations over your favorite brew.",Cafe,,,"Corn Bhel, House Pizza, Beers, Onion Rings, Chicken Wings | Live Sports Screening, Live Entertainment, Decent Staff, Perfect Location, Rooftop Ambience, Light Music, Veggie Slider 3 Ways, Chargrilled Chicken Sliders, Chicken Makhani, Chargrilled Chicken Breast, Crumb Fried Fish and Chips",The Beer Cafe - BIGGIE,9.11142E+11,1500.0,"Finger Food, Continental, Italian, Pizza, North Indian, Beverages",4.2,The Beer Cafe,512,the-beer-cafe-biggie-d3e65035
301.0,,2.0,https://www.zomato.com/ncr/connaught-club-house-janpath-new-delhi,"54, Tolstoy Lane, Janpath, New Delhi",Delhi,Janpath,28.62718132,77.22062454,,Club/Nightlife,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, Live Entertainment, Valet Available, Digital Wallet Accepted, Smoking Area, Amex Accepted, Wheelchair Accessible]",,"Good Food and Service, Live Entertainment",Connaught Club House,9.19999E+11,2100.0,"Mexican, Asian, Italian, Beverages",4.2,Connaught Club House,513,connaught-club-house-2fdf76e9
2095.0,,0.0,https://www.zomato.com/ncr/sixth-empirica-punjabi-bagh-new-delhi,"2nd - 3rd Floor, Building 6, NWA, Punjabi Bagh Club Road, Near Punjabi Bagh, New Delhi",Delhi,Punjabi Bagh,28.66660385,77.12308902,"Sixth Empirica specializes in North Indian cuisine, offering an exquisite menu of carefully crafted dishes made with premium ingredients. The restaurant is known for its culinary excellence and attention to detail, making it perfect for special occasions and business dinners.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,Sixth Empirica,011 66992579,1500.0,"North Indian, Italian, Continental",4.2,Sixth Empirica,514,sixth-empirica-97246b9f
4765.0,,0.0,https://www.zomato.com/ncr/summer-house-cafe-hauz-khas-new-delhi,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",Delhi,Hauz Khas,28.55240728,77.20378865,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available, Full Bar Available, Serves Alcohol]",,Sundays are the best days to dance! Why? Because it's Salsa Sundays tonight at #summerhousecafe! Get groovin!,Summer House Cafe,9.1981E+11,1900.0,"Finger Food, Continental, Chinese, Fast Food, Beverages",4.2,Summer House Cafe,515,summer-house-cafe-77037ea6
979.0,,0.0,https://www.zomato.com/ncr/aqua-the-park-connaught-place-new-delhi,"15, Parliament Street, Connaught Place, New Delhi",Delhi,The Park,28.62886495,77.21630786,"Aqua - The Park is an upscale fine dining restaurant specializing in Continental cuisine. Known for its elegant ambiance and exceptional service, the restaurant offers an exquisite menu of carefully crafted Continental dishes, perfect for special occasions and business dinners.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,Poolside dining; Rated 'Bar with best ambience' by Times Night Out Guide,Aqua - The Park,9.11124E+11,4500.0,"Continental, Italian, Mediterranean, Beverages",4.2,Aqua,516,aqua-the-park-ec96e3f5
493.0,4.0,137.0,https://www.zomato.com/ncr/backbenchers-hq-by-cafetières-sector-16-faridabad,"SCO 18, 1st Floor, Near Huda Market, Sector 16, Faridabad",Faridabad,Sector 16,28.40950959,77.32001647,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol]",,Good Food and Service,Backbenchers HQ By Cafetières,+91 8068974637,1000.0,"Italian, North Indian, Modern Indian, Chinese, Beverages",4.2,Backbenchers HQ By Cafetières,517,backbenchers-hq-by-c-9b3d352e
1994.0,,0.0,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi,"52, 250 KM Stone, G.T Road, Murthal, Haryana",Delhi,Murthal,29.058679,77.063726,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Aloo Stuffed Paratha, Salted Lassi, Paneer Samosa, Imarti, Aloo Pyaz Parantha, Tandoori Paratha | Themed Decor, Good for Large Groups, Loved it",Amrik Sukhdev,9.18608E+11,400.0,"North Indian, Chinese, South Indian, Street Food",4.2,Amrik Sukhdev,518,amrik-sukhdev-8d2dad03
2593.0,3.9,83.0,https://www.zomato.com/ncr/made-in-punjab-dlf-cyber-city,"6-7, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,Cyber Hub,28.49498535,77.08877251,"Made In Punjab specializes in North Indian cuisine, offering an exquisite menu of carefully crafted dishes. Known for its culinary excellence, the restaurant focuses on premium ingredients and exceptional service, making it perfect for special occasions and business dinners.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,Made In Punjab,9.11245E+11,1700.0,"North Indian, Mughlai",4.2,Made In Punjab,519,made-in-punjab-385a90f5
2585.0,,1.0,https://www.zomato.com/ncr/imperfecto-ruin-pub-sector-34-noida,"Logix City Center Mall, Sector 32, Near Sector 34, Noida",Noida,Logix City Centre,28.574391,77.354226,"Imperfecto Ruin Pub offers a delightful selection of Finger Food cuisine paired with premium beverages. Known for its vibrant atmosphere, the establishment is particularly celebrated for its cocktails and quality food, making it a great spot for evening entertainment and social gatherings.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Amex Accepted, Wheelchair Accessible, Quick Service]",,"Good Food and Service, Live Entertainment",Imperfecto Ruin Pub,9.19999E+11,2500.0,"Finger Food, Fast Food, North Indian, Asian, Italian, Beverages",4.2,Imperfecto Ruin Pub,520,imperfecto-ruin-pub-c9393e35
847.0,3.8,116.0,https://www.zomato.com/ncr/xpose-lounge-netaji-subhash-place-new-delhi,"200 B, Netaji Subhash Place, New Delhi",Delhi,Netaji Subhash Place,28.69099706,77.15221278,"Xpose Lounge is a popular bar and lounge in Netaji Subhash Place, New Delhi, offering North Indian cuisine and premium beverages. Known for its vibrant atmosphere, the establishment provides a perfect setting for evening entertainment and social gatherings. Popular for its cocktails and quality food, Xpose Lounge offers a complete nightlife experience.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Amex Accepted, Wheelchair Accessible]",,"Good Food and Service, Live Entertainment",Xpose Lounge,9.19626E+11,2000.0,"North Indian, Chinese, Continental, Beverages",4.2,Xpose Lounge,521,xpose-lounge-d36eee5c
3318.0,3.9,46.0,https://www.zomato.com/ncr/rose-cafe-lado-sarai-new-delhi,"264, Ground Floor, Westend Marg, Saidullajab, Lado Sarai, New Delhi",Delhi,Lado Sarai,28.517999,77.198256,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available, Full Bar Available, Serves Alcohol, Family Dining]",,"Skinny Pizza, Eggless Dessert, Chicken Tarts, Belgium Chocolate Ice Cream, Herbed Chicken, Waffle Sundae | Chic Decor, Chic Ambience, Vintage Decor, Lovely Decor, Pretty Cafe",Rose Cafe,9.1981E+11,1400.0,"Coffee, Cafe, Continental, Mediterranean, Fast Food, Italian, Desserts, Beverages",4.2,Rose Cafe,522,rose-cafe-fe6d7cc0
724.0,3.7,663.0,https://www.zomato.com/ncr/olly-olives-all-day-cafe-bar-dlf-cyber-city,"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,Cyber Hub,28.49458608,77.08833162,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol, Family Dining]",,"Chermoula Chicken, Sweet Potato Salad, Chicken Quesadilla, French Toast, Banoffee Pie, Lamb Chops | Calm, Outdoor, Good Vibes, Ambience was Super Cool, Brunch, Live Music",OLLY - Olive's All Day Cafe & Bar,9.18131E+11,2000.0,"Italian, Pizza, Mediterranean, European, Beverages, Desserts",4.2,OLLY,523,olly-olives-all-day--9dbc04e7
337.0,,7.0,https://www.zomato.com/ncr/te-amo-1-khel-gaon-marg-new-delhi,"BG 8, Ansal Plaza Mall, B Block, August Kranti Marg, Khel Gaon Marg, New Delhi",Delhi,Ansal Plaza Mall,28.56266009,77.22475011,"Te Amo specializes in Continental cuisine, offering an exquisite menu of carefully crafted dishes made with premium ingredients. The restaurant is known for its culinary excellence and attention to detail, making it perfect for special occasions and business dinners.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,Te Amo,9.1114E+11,1700.0,"Continental, North Indian, Mughlai, Finger Food, Beverages",4.2,Te Amo,524,te-amo-5ec2f9a4
631.0,3.9,32.0,https://www.zomato.com/ncr/civil-lines-wala-sector-15,"K 125, Old Judiciary Complex, Opposite Bank Of Baroda, Sector 15, Gurgaon",Gurgaon,Sector 15,28.45780976,77.03449097,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Kadhi Chawal, Rajma Chawal, Chole, Thali, Shahi Paneer, Dal | Service and Quality of Food, Bang for the Buck, Office Crowd, Inexpensive, Great Recommendations",Civil Lines Wala,9.1991E+11,350.0,North Indian,4.2,Civil Lines Wala,525,civil-lines-wala-06636be3
2159.0,4.2,66500.0,https://www.zomato.com/ncr/om-sweets-snacks-jail-road-new-delhi,"GL-23, Hari Nagar, Jail Road, New Delhi",Delhi,Jail Road,28.62780286,77.10032947,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Full Bar Available, Serves Alcohol, Family Dining]",,"Tomato Cheese Sandwich, Amritsari Koolcha, Crispy Jalebi, Malai Ghewar, Imarti, Chana Bhatura | Chirpy Crowd, Drive through, Not very Crowded, Cozy Ambiance, Inexpensive, Family Restaurant",Om Sweets & Snacks,9.11146E+11,400.0,"North Indian, South Indian, Fast Food, Mithai, Bakery, Chinese, Street Food, Beverages",4.2,Om Sweets & Snacks,526,om-sweets-snacks-5e3020ec
3483.0,3.8,31.0,https://www.zomato.com/ncr/raasta-1-green-park-new-delhi,"A-2/A, Floor 2, Aurobindo Marg, Green Park, New Delhi",Delhi,Green Park,28.55614883,77.20599342,"Raasta is an innovative European bistro with a hint of Indian cuisine. The restaurant offers a diverse menu featuring fresh and creative food concepts, with dishes prepared à-la-carte by chefs in interactive kitchens. Guests can enjoy mouthwatering street food delights as part of the buffet. The laid-back ambiance enhances the dining experience, making it a place that guests are sure to revisit.",Fine Dining,"[Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, TV/Screening]",,"Good Food and Service, TV/Screening",Raasta,9.11149E+11,2500.0,"Italian, Fast Food, Pizza, Chinese, North Indian, Desserts",4.2,Raasta,527,raasta-28246442
414.0,4.0,114.0,https://www.zomato.com/ncr/the-terrace-vaishali-ghaziabad,"5th Floor, Supertech Shopprix Mall, Vaishali, Ghaziabad",Ghaziabad,Supertech Shopprix Mall,28.64282641,77.34092496,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,Good Food and Service,The Terrace,9.1991E+11,1000.0,"Chinese, North Indian, Mughlai",4.2,The Terrace,528,the-terrace-a470f9df
1778.0,4.0,373.0,https://www.zomato.com/ncr/lazeez-affaire-chanakyapuri-new-delhi,"6/48, Malcha Marg Market, Chanakyapuri, New Delhi",Delhi,Chanakyapuri,28.60218984,77.18603846,"Lazeez Affaire is an upscale fine dining restaurant in Chanakyapuri, New Delhi specializing in North Indian cuisine. The restaurant offers an exquisite menu of carefully crafted North Indian dishes, providing a sophisticated dining experience with attention to detail and culinary excellence.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,Good Food and Service,Lazeez Affaire,9.19899E+11,2600.0,"North Indian, Mughlai",4.2,Lazeez Affaire,529,lazeez-affaire-605b7deb
2927.0,,0.0,https://www.zomato.com/ncr/mamas-buoi-delhi-university-gtb-nagar,"2624, 1st Floor, 2nd Floor & 3rd Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi,Hudson Lane,28.69302376,77.20535237,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Full Bar Available, Serves Alcohol]",,"Peri Peri Fish Tikka, Signature Pizza, Mozzarella Cheese Sticks, Death by Chocolate, Sizzling Brownie, Succulent Chicken | Chic Decor, Rooftop Seating, Rooftop Cafe, Live Singing, Roof Top, Sheesha",Mama's Buoi,9.17065E+11,1000.0,"North Indian, Continental, Italian, Chinese, Fast Food, Beverages",4.2,Mama's Buoi,530,mamas-buoi-41c0a2ea
853.0,3.6,196.0,https://www.zomato.com/ncr/social-street-cafe-saket-new-delhi,"Khasra 258, Champa Gali, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",Delhi,Champa Gali,28.51758132,77.19952293,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol, Family Dining]",,Good Food and Service,Social Street Cafe,9.18701E+11,700.0,"Chinese, Fast Food, Pasta, Pizza, Burger, Desserts, Beverages",4.2,Social Street Cafe,531,social-street-cafe-9098b979
1999.0,,0.0,https://www.zomato.com/TheLuggageRoom,"M-39, Outer Circle, Connaught Place, New Delhi",Delhi,Connaught Place,28.6331217,77.22281422,"The Luggage Room Kitchen & Bar offers authentic Italian cuisine and premium beverages. Known for its quality food, the establishment is particularly recognized for its cocktails and vibrant atmosphere, making it a great spot for evening entertainment and social gatherings.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Parking Available]",,Good Food and Service,The Luggage Room Kitchen & Bar,9.1882E+11,1300.0,"Italian, Chinese, Continental, Beverages",4.2,The Luggage Room Kitchen & Bar,532,the-luggage-room-kit-f94dc919
866.0,,0.0,https://www.zomato.com/ncr/radio-station-kailash-colony-new-delhi,"HS-6, Kailash Colony Market, Kailash Colony, New Delhi",Delhi,Kailash Colony,28.55272681,77.24199571,"Radio Station is an upscale fine dining restaurant in Kailash Colony, New Delhi specializing in Italian cuisine. The restaurant offers an exquisite menu of carefully crafted Italian dishes, showcasing premium ingredients and culinary excellence.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,Radio Station,9.19872E+11,1700.0,"Italian, Continental, Chinese, Finger Food, North Indian",4.2,Radio Station,533,radio-station-c0c98437
349.0,,4.0,https://www.zomato.com/ncr/café-high-5-connaught-place-new-delhi,"G 68, 1st Floor, Outer Circle, Connaught Place, New Delhi",Delhi,Connaught Place,28.63219533,77.21642654,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available, Quick Service]",,"Good Food and Service, Live Entertainment",Café High 5,9.18851E+11,1600.0,"Bar Food, North Indian, Chinese, Fast Food, Beverages",4.2,Café High,534,caf-high-5-e5e352ba
1761.0,3.8,4126.0,https://www.zomato.com/ncr/band-baaja-baaraat-rajouri-garden-new-delhi,"A 6, Ground Floor, Vishal Enclave, Rajouri Garden, New Delhi",Delhi,Rajouri Garden,28.6478126,77.11936478,"Mafioso is a casual dining restaurant that excels in serving a variety of North Indian, Italian, and Continental cuisines. The quality and taste of the food ensure that diners leave satisfied. The notable menu also features a special alcohol section that offers a wide selection.",Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Vegetable Corn Soup, Pan Mojito, Masala Corn, Salsa Potatoes, Rara Gosht, Palak Patta Chat | Flowers, Taste was Awesome, Amazing Interior, Live Grill, Reasonable Cost",Band Baaja Baaraat,9.18811E+11,900.0,"North Indian, Chinese, Kebab",4.2,Band Baaja Baaraat,535,band-baaja-baaraat-ce4ea923
850.0,,7.0,https://www.zomato.com/ncr/pikkle-rajinder-nagar-new-delhi,"25B, 1st Floor, Pusa Road, Opposite Metro Pillar 117, Rajinder Nagar, New Delhi",Delhi,Rajinder Nagar,28.64309712,77.18571994,"Pikkle is an upscale fine dining restaurant in Rajinder Nagar, New Delhi specializing in North Indian cuisine. The restaurant offers an exquisite menu of carefully crafted dishes, with highlights including boti chicken, salmon tikka, tempura prawns, haleem, ramen, and sushi. Pikkle provides a sophisticated dining experience with attention to detail and culinary excellence.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,"Boti Chicken, Salmon Tikka, Tempura Prawns, Haleem, Ramen, Sushi | Live Performances, Comfortable Seating Area, Outside Seating, Live Band, Live Music",Pikkle,9.199E+11,1800.0,"North Indian, Continental, Asian, Sushi",4.2,Pikkle,536,pikkle-c477ed79
791.0,,0.0,https://www.zomato.com/ncr/anglow-khan-market-new-delhi,"57, Khan Market, New Delhi",Delhi,Khan Market,28.60027913,77.22719025,"Anglow is an upscale fine dining restaurant in Khan Market, New Delhi specializing in Modern Indian cuisine. The restaurant offers an exquisite menu of carefully crafted Modern Indian dishes, focusing on premium ingredients and culinary excellence.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,Good Food and Service,Anglow,9.17065E+11,2000.0,"Modern Indian, Finger Food, Continental, Beverages",4.2,Anglow,537,anglow-3d99210a
